"Code","x","y","plot_type","plot_num"
"IE_ERP_2_02",6135.90727341317,10715.6404200963,"path",45
"IE_ERP_2_02",6579.33224657568,10715.6404200963,"path",45
"IE_ERP_2_02",7054.80231071865,10715.6404200963,"path",45
"IE_ERP_2_02",7564.63327554629,10715.6404200963,"path",45
"IE_ERP_2_02",8111.30830789687,29948.9008382886,"path",45
"IE_ERP_2_02",8697.49002617784,29948.9008382886,"path",45
"IE_ERP_2_02",9326.0334688322,29948.9008382886,"path",45
"IE_ERP_2_02",10000,29948.9008382886,"path",45
"IE_ERP_2_02",10722.6722201032,29948.9008382886,"path",45
"IE_ERP_2_02",11497.5699539774,29948.9008382886,"path",45
"IE_ERP_2_02",12328.4673944207,29948.9008382886,"path",45
"IE_ERP_2_02",13219.4114846603,29948.9008382886,"path",45
"IE_ERP_2_02",14174.7416292681,29948.9008382886,"path",45
"IE_ERP_2_02",15199.1108295293,29948.9008382886,"path",45
"IE_ERP_2_02",16297.5083462065,29948.9008382886,"path",45
"IE_ERP_2_02",17475.2840000769,29948.9008382886,"path",45
"IE_ERP_2_02",18738.1742286039,22948.8278459149,"path",45
"IE_ERP_2_02",20092.3300256505,22948.8278459149,"path",45
"IE_ERP_2_02",21544.3469003188,22948.8278459149,"path",45
"IE_ERP_2_02",23101.2970008316,22948.8278459149,"path",45
"IE_ERP_2_02",24770.7635599171,22948.8278459149,"path",45
"IE_ERP_2_02",26560.8778294669,22948.8278459149,"path",45
"IE_ERP_2_02",28480.358684358,22948.8278459149,"path",45
"IE_ERP_2_02",30538.5550883342,13103.1407149569,"path",45
"IE_ERP_2_02",32745.4916287773,13103.1407149569,"path",45
"IE_ERP_2_02",35111.9173421513,13103.1407149569,"path",45
"IE_ERP_2_02",37649.3580679247,13103.1407149569,"path",45
"IE_ERP_2_02",40370.1725859655,13103.1407149569,"path",45
"IE_ERP_2_02",43287.6128108306,13103.1407149569,"path",45
"IE_ERP_2_02",46415.8883361278,13103.1407149569,"path",45
"IE_ERP_2_02",49770.2356433211,13103.1407149569,"path",45
"IE_ERP_2_02",53366.9923120631,14043.8819948725,"path",45
"IE_ERP_2_02",57223.6765935022,14043.8819948725,"path",45
"IE_ERP_2_02",61359.0727341318,14043.8819948725,"path",45
"IE_ERP_2_02",65793.3224657568,14043.8819948725,"path",45
"IE_ERP_2_02",70548.0231071865,14043.8819948725,"path",45
"IE_ERP_2_02",75646.3327554629,14043.8819948725,"path",45
"IE_ERP_2_02",81113.0830789687,14043.8819948725,"path",45
"IE_ERP_2_02",86974.9002617784,14043.8819948725,"path",45
