Sample	Clusters
S5080	IE_NT
S2507	IE_NT
S251	DR_T
S7913	AA_T
S8121	AA_T
S7045	DR_NT
S2453	IE_NT
S8841	TB_T
S8122	AA_T
S6222	DR_NT
S965	IE_NT
S8218	AA_T
S3005	IE_NT
S6223	DR_NT
S6224	DR_NT
S8123	AA_T
S966	IE_NT
S2416	IE_NT
S967	IE_NT
S3006	IE_NT
S3927	IE_NT
S1995	IE_NT
S968	IE_NT
S969	IE_NT
S6225	DR_NT
S7046	DR_NT
S8124	AA_T
S8067	AA_T
S6226	DR_NT
S5389	IE_NT
S3928	IE_NT
S3929	IE_NT
S7601	DR_NT
S3007	IE_NT
S3008	IE_NT
S3930	IE_NT
S7602	DR_NT
S7603	DR_NT
S970	IE_NT
S8249	AA_T
S7604	DR_NT
S8046	AA_T
S3009	IE_NT
S6227	DR_NT
S3010	IE_NT
S8592	TB_T
S3931	IE_NT
S2186	IE_NT
S3011	IE_NT
S3012	IE_NT
S9354	IE_T
S7980	AA_T
S971	IE_NT
S972	IE_NT
S2516	IE_NT
S3932	IE_NT
S973	IE_NT
S974	IE_NT
S3933	IE_NT
S975	IE_NT
S2734	IE_NT
S5507	IE_NT
S372	DR_T
S976	IE_NT
S9050	IE_T
S3934	IE_NT
S8382	TB_NT
S3935	IE_NT
S5685	IE_NT
S7047	DR_NT
S3936	IE_NT
S6228	DR_NT
S5686	IE_NT
S9355	IE_T
S5443	IE_NT
S3937	IE_NT
S3938	IE_NT
S3939	IE_NT
S7409	DR_NT
S3013	IE_NT
S8529	TB_T
S977	IE_NT
S9051	IE_T
S978	IE_NT
S5293	IE_NT
S979	IE_NT
S3940	IE_NT
S5081	IE_NT
S5687	IE_NT
S3014	IE_NT
S3015	IE_NT
S5688	IE_NT
S3016	IE_NT
S3941	IE_NT
S475	DR_T
S980	IE_NT
S2211	IE_NT
S5508	IE_NT
S2293	IE_NT
S2025	IE_NT
S8919	TB_T
S8087	AA_T
S7048	DR_NT
S6229	DR_NT
S2021	IE_NT
S373	DR_T
S6230	DR_NT
S3942	IE_NT
S8349	TB_NT
S7049	DR_NT
S981	IE_NT
S5509	IE_NT
S982	IE_NT
S8125	AA_T
S275	DR_T
S9356	IE_T
S2226	IE_NT
S7050	DR_NT
S3017	IE_NT
S6231	DR_NT
S79	DR_T
S3943	IE_NT
S3944	IE_NT
S3018	IE_NT
S983	IE_NT
S7947	AA_T
S8713	TB_T
S2768	IE_NT
S5689	IE_NT
S984	IE_NT
S6232	DR_NT
S446	DR_T
S2030	IE_NT
S985	IE_NT
S986	IE_NT
S3946	IE_NT
S7851	AA_T
S1933	IE_NT
S5690	IE_NT
S7605	DR_NT
S9522	IE_T
S987	IE_NT
S3019	IE_NT
S7051	DR_NT
S988	IE_NT
S989	IE_NT
S6233	DR_NT
S990	IE_NT
S3020	IE_NT
S3021	IE_NT
S9052	IE_T
S5691	IE_NT
S7410	DR_NT
S8316	AA_T
S8300	AA_T
S991	IE_NT
S9357	IE_T
S478	DR_T
S7052	DR_NT
S992	IE_NT
S5868	IE_NT
S8451	TB_NT
S3022	IE_NT
S993	IE_NT
S9053	IE_T
S374	DR_T
S994	IE_NT
S3947	IE_NT
S6234	DR_NT
S80	DR_T
S3948	IE_NT
S6235	DR_NT
S3949	IE_NT
S3950	IE_NT
S5692	IE_NT
S6236	DR_NT
S3951	IE_NT
S6237	DR_NT
S7906	AA_T
S3023	IE_NT
S5510	IE_NT
S3952	IE_NT
S8858	TB_T
S7943	AA_T
S995	IE_NT
S3024	IE_NT
S2273	IE_NT
S2776	IE_NT
S996	IE_NT
S7606	DR_NT
S9358	IE_T
S3025	IE_NT
S6238	DR_NT
S997	IE_NT
S5693	IE_NT
S8767	TB_T
S3953	IE_NT
S2239	IE_NT
S6239	DR_NT
S6240	DR_NT
S3954	IE_NT
S5335	IE_NT
S8126	AA_T
S3955	IE_NT
S3956	IE_NT
S6241	DR_NT
S5314	IE_NT
S468	DR_T
S6242	DR_NT
S9596	IE_T
S6243	DR_NT
S2098	IE_NT
S7053	DR_NT
S2581	IE_NT
S9054	IE_T
S8898	TB_T
S998	IE_NT
S7844	AA_T
S6244	DR_NT
S999	IE_NT
S2230	IE_NT
S7054	DR_NT
S3957	IE_NT
S3958	IE_NT
S8873	TB_T
S1000	IE_NT
S8422	TB_NT
S1001	IE_NT
S1002	IE_NT
S465	DR_T
S8658	TB_T
S9523	IE_T
S1003	IE_NT
S3959	IE_NT
S375	DR_T
S7055	DR_NT
S8563	TB_T
S8920	TB_T
S306	DR_T
S3026	IE_NT
S3960	IE_NT
S5694	IE_NT
S3961	IE_NT
S3962	IE_NT
S6245	DR_NT
S5082	IE_NT
S8026	AA_T
S3027	IE_NT
S6246	DR_NT
S6247	DR_NT
S2727	IE_NT
S81	DR_T
S8127	AA_T
S6248	DR_NT
S3964	IE_NT
S8289	AA_T
S6249	DR_NT
S3965	IE_NT
S273	DR_T
S8393	TB_NT
S3966	IE_NT
S6250	DR_NT
S7411	DR_NT
S5695	IE_NT
S3967	IE_NT
S3968	IE_NT
S6251	DR_NT
S3028	IE_NT
S1004	IE_NT
S7056	DR_NT
S9359	IE_T
S2695	IE_NT
S82	DR_T
S8084	AA_T
S9055	IE_T
S8128	AA_T
S3029	IE_NT
S3969	IE_NT
S1005	IE_NT
S6252	DR_NT
S3970	IE_NT
S6253	DR_NT
S2751	IE_NT
S8318	AA_T
S8379	TB_NT
S7057	DR_NT
S7412	DR_NT
S3030	IE_NT
S3031	IE_NT
S5696	IE_NT
S5083	IE_NT
S3971	IE_NT
S3972	IE_NT
S83	DR_T
S7850	AA_T
S84	DR_T
S1006	IE_NT
S3032	IE_NT
S8768	TB_T
S1892	IE_NT
S1007	IE_NT
S5697	IE_NT
S9360	IE_T
S7827	AA_T
S3973	IE_NT
S1952	IE_NT
S3974	IE_NT
S8769	TB_T
S1008	IE_NT
S6254	DR_NT
S5084	IE_NT
S3033	IE_NT
S8770	TB_T
S8469	TB_NT
S3034	IE_NT
S9056	IE_T
S8874	TB_T
S5511	IE_NT
S9524	IE_T
S3975	IE_NT
S6255	DR_NT
S7819	AA_T
S7693	DR_NT
S4284	IE_NT
S2399	IE_NT
S376	DR_T
S6256	DR_NT
S8771	TB_T
S3035	IE_NT
S467	DR_T
S3977	IE_NT
S2256	IE_NT
S2190	IE_NT
S3978	IE_NT
S8129	AA_T
S8729	TB_T
S3979	IE_NT
S6257	DR_NT
S9057	IE_T
S3980	IE_NT
S5512	IE_NT
S6258	DR_NT
S6259	DR_NT
S3981	IE_NT
S5513	IE_NT
S5698	IE_NT
S6260	DR_NT
S5085	IE_NT
S7607	DR_NT
S2146	IE_NT
S2109	IE_NT
S1009	IE_NT
S5514	IE_NT
S3982	IE_NT
S1010	IE_NT
S8455	TB_NT
S3983	IE_NT
S6261	DR_NT
S1968	IE_NT
S2371	IE_NT
S3984	IE_NT
S6262	DR_NT
S5086	IE_NT
S2616	IE_NT
S3036	IE_NT
S5699	IE_NT
S85	DR_T
S3985	IE_NT
S3986	IE_NT
S9525	IE_T
S9058	IE_T
S86	DR_T
S5289	IE_NT
S7814	AA_T
S1011	IE_NT
S5429	IE_NT
S1012	IE_NT
S9059	IE_T
S6263	DR_NT
S1013	IE_NT
S3987	IE_NT
S5700	IE_NT
S1014	IE_NT
S9060	IE_T
S6264	DR_NT
S1015	IE_NT
S8359	TB_NT
S5701	IE_NT
S9061	IE_T
S9062	IE_T
S3988	IE_NT
S8263	AA_T
S2254	IE_NT
S8229	AA_T
S3990	IE_NT
S3991	IE_NT
S8621	TB_T
S8396	TB_NT
S6265	DR_NT
S9526	IE_T
S3577	IE_NT
S7058	DR_NT
S6266	DR_NT
S7823	AA_T
S7059	DR_NT
S87	DR_T
S3037	IE_NT
S1016	IE_NT
S3038	IE_NT
S1017	IE_NT
S3992	IE_NT
S3993	IE_NT
S7608	DR_NT
S5402	IE_NT
S1018	IE_NT
S9527	IE_T
S7413	DR_NT
S3994	IE_NT
S9632	IE_T
S8276	AA_T
S447	DR_T
S3995	IE_NT
S1019	IE_NT
S1020	IE_NT
S6267	DR_NT
S3996	IE_NT
S3997	IE_NT
S7609	DR_NT
S3998	IE_NT
S9361	IE_T
S3999	IE_NT
S6268	DR_NT
S4000	IE_NT
S88	DR_T
S2374	IE_NT
S6269	DR_NT
S8341	TB_NT
S417	DR_T
S1021	IE_NT
S1022	IE_NT
S5515	IE_NT
S9063	IE_T
S6270	DR_NT
S5516	IE_NT
S1023	IE_NT
S3039	IE_NT
S5418	IE_NT
S3040	IE_NT
S2718	IE_NT
S4001	IE_NT
S7926	AA_T
S3041	IE_NT
S1024	IE_NT
S2233	IE_NT
S257	DR_T
S89	DR_T
S7060	DR_NT
S9363	IE_T
S402	DR_T
S5702	IE_NT
S5087	IE_NT
S4002	IE_NT
S1025	IE_NT
S3042	IE_NT
S5703	IE_NT
S3043	IE_NT
S1877	IE_NT
S7061	DR_NT
S2505	IE_NT
S8595	TB_T
S1026	IE_NT
S6271	DR_NT
S9364	IE_T
S1027	IE_NT
S7062	DR_NT
S532	IE_NT
S6272	DR_NT
S6273	DR_NT
S1028	IE_NT
S9064	IE_T
S3044	IE_NT
S2552	IE_NT
S7063	DR_NT
S4003	IE_NT
S8639	TB_T
S4004	IE_NT
S4005	IE_NT
S7843	AA_T
S4006	IE_NT
S9597	IE_T
S1029	IE_NT
S1030	IE_NT
S5704	IE_NT
S6274	DR_NT
S1031	IE_NT
S6275	DR_NT
S9065	IE_T
S5309	IE_NT
S2441	IE_NT
S8043	AA_T
S9066	IE_T
S7714	DR_NT
S4007	IE_NT
S2477	IE_NT
S7952	AA_T
S6276	DR_NT
S5088	IE_NT
S9067	IE_T
S4009	IE_NT
S4010	IE_NT
S4011	IE_NT
S6277	DR_NT
S296	DR_T
S6278	DR_NT
S6279	DR_NT
S7064	DR_NT
S4012	IE_NT
S4013	IE_NT
S1032	IE_NT
S9528	IE_T
S8513	TB_T
S6280	DR_NT
S4014	IE_NT
S8560	TB_T
S2701	IE_NT
S3045	IE_NT
S1033	IE_NT
S1034	IE_NT
S4015	IE_NT
S4016	IE_NT
S3046	IE_NT
S4017	IE_NT
S2400	IE_NT
S4018	IE_NT
S5705	IE_NT
S6281	DR_NT
S482	DR_T
S5364	IE_NT
S4020	IE_NT
S2224	IE_NT
S7065	DR_NT
S4021	IE_NT
S8626	TB_T
S4022	IE_NT
S6282	DR_NT
S5390	IE_NT
S4023	IE_NT
S5089	IE_NT
S2108	IE_NT
S90	DR_T
S473	DR_T
S4024	IE_NT
S377	DR_T
S9068	IE_T
S2497	IE_NT
S4025	IE_NT
S9069	IE_T
S7066	DR_NT
S6283	DR_NT
S2055	IE_NT
S6284	DR_NT
S4026	IE_NT
S4027	IE_NT
S8398	TB_NT
S7784	AA_T
S1035	IE_NT
S341	DR_T
S6285	DR_NT
S2353	IE_NT
S4028	IE_NT
S3047	IE_NT
S2600	IE_NT
S91	DR_T
S4029	IE_NT
S1036	IE_NT
S6286	DR_NT
S92	DR_T
S9365	IE_T
S5298	IE_NT
S9070	IE_T
S6287	DR_NT
S1037	IE_NT
S4030	IE_NT
S1038	IE_NT
S1039	IE_NT
S2787	IE_NT
S7067	DR_NT
S1040	IE_NT
S5355	IE_NT
S5517	IE_NT
S9071	IE_T
S7729	AA_T
S4031	IE_NT
S403	DR_T
S6288	DR_NT
S3048	IE_NT
S7068	DR_NT
S2703	IE_NT
S9366	IE_T
S545	IE_NT
S2501	IE_NT
S2125	IE_NT
S6289	DR_NT
S1041	IE_NT
S1042	IE_NT
S4032	IE_NT
S7414	DR_NT
S5393	IE_NT
S4033	IE_NT
S8338	TB_NT
S7069	DR_NT
S2740	IE_NT
S5518	IE_NT
S2219	IE_NT
S4034	IE_NT
S4035	IE_NT
S1043	IE_NT
S1044	IE_NT
S6290	DR_NT
S7415	DR_NT
S8672	TB_T
S4036	IE_NT
S5706	IE_NT
S2521	IE_NT
S1045	IE_NT
S1046	IE_NT
S2649	IE_NT
S4037	IE_NT
S6291	DR_NT
S7070	DR_NT
S4038	IE_NT
S4039	IE_NT
S6292	DR_NT
S7873	AA_T
S4040	IE_NT
S9529	IE_T
S4041	IE_NT
S5707	IE_NT
S1881	IE_NT
S4042	IE_NT
S9367	IE_T
S7071	DR_NT
S1047	IE_NT
S3049	IE_NT
S8387	TB_NT
S1048	IE_NT
S2184	IE_NT
S4043	IE_NT
S9072	IE_T
S3050	IE_NT
S8677	TB_T
S5708	IE_NT
S5090	IE_NT
S2159	IE_NT
S9368	IE_T
S3051	IE_NT
S9073	IE_T
S93	DR_T
S4044	IE_NT
S8895	TB_T
S2297	IE_NT
S7774	AA_T
S4045	IE_NT
S7610	DR_NT
S9074	IE_T
S4046	IE_NT
S1049	IE_NT
S9075	IE_T
S5709	IE_NT
S1050	IE_NT
S8702	TB_T
S2129	IE_NT
S6293	DR_NT
S1051	IE_NT
S1052	IE_NT
S4047	IE_NT
S4048	IE_NT
S448	DR_T
S8508	TB_T
S4049	IE_NT
S4050	IE_NT
S6294	DR_NT
S9369	IE_T
S94	DR_T
S9076	IE_T
S345	DR_T
S8011	AA_T
S95	DR_T
S2045	IE_NT
S6295	DR_NT
S9530	IE_T
S2016	IE_NT
S5310	IE_NT
S3052	IE_NT
S2771	IE_NT
S4	DR_T
S1053	IE_NT
S8242	AA_T
S3053	IE_NT
S6296	DR_NT
S6297	DR_NT
S2253	IE_NT
S2404	IE_NT
S8498	TB_T
S6298	DR_NT
S6299	DR_NT
S2302	IE_NT
S4051	IE_NT
S1054	IE_NT
S6300	DR_NT
S7727	AA_T
S7780	AA_T
S5711	IE_NT
S2706	IE_NT
S7762	AA_T
S7416	DR_NT
S9370	IE_T
S3054	IE_NT
S5519	IE_NT
S1055	IE_NT
S7810	AA_T
S3055	IE_NT
S1056	IE_NT
S4052	IE_NT
S9077	IE_T
S3056	IE_NT
S6301	DR_NT
S5712	IE_NT
S4053	IE_NT
S4054	IE_NT
S7072	DR_NT
S5713	IE_NT
S7073	DR_NT
S4055	IE_NT
S96	DR_T
S5520	IE_NT
S6302	DR_NT
S4056	IE_NT
S4057	IE_NT
S2304	IE_NT
S4058	IE_NT
S3057	IE_NT
S5273	IE_NT
S3058	IE_NT
S2341	IE_NT
S1996	IE_NT
S3059	IE_NT
S1057	IE_NT
S4059	IE_NT
S1058	IE_NT
S5714	IE_NT
S4060	IE_NT
S7801	AA_T
S97	DR_T
S5715	IE_NT
S7782	AA_T
S7857	AA_T
S8003	AA_T
S98	DR_T
S2681	IE_NT
S1059	IE_NT
S2313	IE_NT
S4061	IE_NT
S4062	IE_NT
S5091	IE_NT
S1060	IE_NT
S99	DR_T
S6303	DR_NT
S2780	IE_NT
S2720	IE_NT
S1061	IE_NT
S256	DR_T
S3060	IE_NT
S9078	IE_T
S6304	DR_NT
S1062	IE_NT
S1063	IE_NT
S287	DR_T
S8585	TB_T
S7611	DR_NT
S1871	IE_NT
S8130	AA_T
S4063	IE_NT
S1905	IE_NT
S5450	IE_NT
S9371	IE_T
S2298	IE_NT
S7750	AA_T
S4064	IE_NT
S8712	TB_T
S6305	DR_NT
S4065	IE_NT
S1064	IE_NT
S4066	IE_NT
S8427	TB_NT
S6306	DR_NT
S8131	AA_T
S9079	IE_T
S7074	DR_NT
S9372	IE_T
S1065	IE_NT
S9080	IE_T
S6307	DR_NT
S9598	IE_T
S1066	IE_NT
S514	DR_T
S5092	IE_NT
S1067	IE_NT
S1068	IE_NT
S3061	IE_NT
S6308	DR_NT
S2426	IE_NT
S7075	DR_NT
S8490	TB_T
S9373	IE_T
S6309	DR_NT
S1069	IE_NT
S3062	IE_NT
S3063	IE_NT
S7076	DR_NT
S4067	IE_NT
S2512	IE_NT
S4068	IE_NT
S5463	IE_NT
S1070	IE_NT
S5093	IE_NT
S3064	IE_NT
S5094	IE_NT
S9374	IE_T
S5716	IE_NT
S1071	IE_NT
S7077	DR_NT
S5095	IE_NT
S2095	IE_NT
S2525	IE_NT
S8132	AA_T
S1072	IE_NT
S4069	IE_NT
S9375	IE_T
S5717	IE_NT
S1959	IE_NT
S8133	AA_T
S6310	DR_NT
S1073	IE_NT
S6311	DR_NT
S100	DR_T
S1074	IE_NT
S9376	IE_T
S7975	AA_T
S4070	IE_NT
S1075	IE_NT
S4071	IE_NT
S7078	DR_NT
S7417	DR_NT
S5521	IE_NT
S9599	IE_T
S2716	IE_NT
S7079	DR_NT
S4072	IE_NT
S346	DR_T
S6312	DR_NT
S8622	TB_T
S8613	TB_T
S7080	DR_NT
S7081	DR_NT
S4073	IE_NT
S3065	IE_NT
S5869	IE_NT
S1076	IE_NT
S1077	IE_NT
S7694	DR_NT
S9377	IE_T
S5522	IE_NT
S291	DR_T
S8001	AA_T
S6313	DR_NT
S4074	IE_NT
S7082	DR_NT
S1078	IE_NT
S8134	AA_T
S4075	IE_NT
S4076	IE_NT
S4077	IE_NT
S4078	IE_NT
S1079	IE_NT
S4079	IE_NT
S4080	IE_NT
S3066	IE_NT
S7083	DR_NT
S8506	TB_T
S101	DR_T
S7946	AA_T
S8591	TB_T
S4082	IE_NT
S5422	IE_NT
S4083	IE_NT
S449	DR_T
S4084	IE_NT
S7084	DR_NT
S102	DR_T
S4085	IE_NT
S4086	IE_NT
S6314	DR_NT
S1080	IE_NT
S8597	TB_T
S450	DR_T
S6315	DR_NT
S9531	IE_T
S7757	AA_T
S103	DR_T
S7085	DR_NT
S7976	AA_T
S5718	IE_NT
S1081	IE_NT
S4087	IE_NT
S4088	IE_NT
S9081	IE_T
S6316	DR_NT
S9082	IE_T
S6317	DR_NT
S5096	IE_NT
S1922	IE_NT
S8135	AA_T
S8525	TB_T
S9083	IE_T
S1082	IE_NT
S5097	IE_NT
S6318	DR_NT
S6319	DR_NT
S3067	IE_NT
S1083	IE_NT
S485	DR_T
S2072	IE_NT
S6320	DR_NT
S104	DR_T
S418	DR_T
S6321	DR_NT
S4089	IE_NT
S1084	IE_NT
S1085	IE_NT
S2697	IE_NT
S4090	IE_NT
S419	DR_T
S4091	IE_NT
S5719	IE_NT
S1913	IE_NT
S2708	IE_NT
S3068	IE_NT
S4625	IE_NT
S9600	IE_T
S7086	DR_NT
S8772	TB_T
S4092	IE_NT
S8223	AA_T
S7805	AA_T
S4093	IE_NT
S5523	IE_NT
S7789	AA_T
S4094	IE_NT
S6322	DR_NT
S4095	IE_NT
S7418	DR_NT
S1086	IE_NT
S1087	IE_NT
S1088	IE_NT
S9378	IE_T
S2008	IE_NT
S8627	TB_T
S4096	IE_NT
S9084	IE_T
S8541	TB_T
S7087	DR_NT
S1089	IE_NT
S8186	AA_T
S8355	TB_NT
S6323	DR_NT
S7088	DR_NT
S3069	IE_NT
S9085	IE_T
S2266	IE_NT
S7419	DR_NT
S5720	IE_NT
S2482	IE_NT
S2307	IE_NT
S6324	DR_NT
S6325	DR_NT
S5345	IE_NT
S9086	IE_T
S5282	IE_NT
S7909	AA_T
S6326	DR_NT
S1090	IE_NT
S6327	DR_NT
S105	DR_T
S5898	IE_NT
S7420	DR_NT
S5291	IE_NT
S5721	IE_NT
S4097	IE_NT
S1091	IE_NT
S5524	IE_NT
S3070	IE_NT
S7421	DR_NT
S4098	IE_NT
S1961	IE_NT
S5416	IE_NT
S2119	IE_NT
S4099	IE_NT
S8226	AA_T
S8888	TB_T
S502	DR_T
S4100	IE_NT
S2542	IE_NT
S9087	IE_T
S9088	IE_T
S5098	IE_NT
S6328	DR_NT
S106	DR_T
S3071	IE_NT
S3072	IE_NT
S1092	IE_NT
S530	DR_T
S5722	IE_NT
S2379	IE_NT
S2554	IE_NT
S4101	IE_NT
S6329	DR_NT
S4102	IE_NT
S5099	IE_NT
S9532	IE_T
S5100	IE_NT
S8005	AA_T
S5101	IE_NT
S9089	IE_T
S2653	IE_NT
S8136	AA_T
S4103	IE_NT
S4104	IE_NT
S9090	IE_T
S4105	IE_NT
S2058	IE_NT
S1093	IE_NT
S4106	IE_NT
S4107	IE_NT
S2241	IE_NT
S6330	DR_NT
S7731	AA_T
S2782	IE_NT
S3073	IE_NT
S2545	IE_NT
S7089	DR_NT
S5102	IE_NT
S3074	IE_NT
S2519	IE_NT
S7090	DR_NT
S2096	IE_NT
S1094	IE_NT
S3075	IE_NT
S4108	IE_NT
S4109	IE_NT
S9533	IE_T
S9379	IE_T
S4110	IE_NT
S4111	IE_NT
S5103	IE_NT
S4112	IE_NT
S8137	AA_T
S6331	DR_NT
S8439	TB_NT
S4113	IE_NT
S7612	DR_NT
S6332	DR_NT
S7091	DR_NT
S5525	IE_NT
S4114	IE_NT
S9091	IE_T
S3076	IE_NT
S8420	TB_NT
S3077	IE_NT
S3078	IE_NT
S2405	IE_NT
S6333	DR_NT
S7798	AA_T
S1095	IE_NT
S2160	IE_NT
S6334	DR_NT
S9092	IE_T
S7747	AA_T
S2031	IE_NT
S3079	IE_NT
S2038	IE_NT
S5723	IE_NT
S1096	IE_NT
S1097	IE_NT
S1980	IE_NT
S7092	DR_NT
S4115	IE_NT
S6335	DR_NT
S9601	IE_T
S8042	AA_T
S9093	IE_T
S9094	IE_T
S7422	DR_NT
S6336	DR_NT
S5640	IE_NT
S1098	IE_NT
S1099	IE_NT
S4116	IE_NT
S1976	IE_NT
S6337	DR_NT
S4117	IE_NT
S5349	IE_NT
S8879	TB_T
S8705	TB_T
S2754	IE_NT
S2396	IE_NT
S3080	IE_NT
S6338	DR_NT
S4118	IE_NT
S8273	AA_T
S4119	IE_NT
S7423	DR_NT
S347	DR_T
S1100	IE_NT
S1101	IE_NT
S6339	DR_NT
S7093	DR_NT
S8723	TB_T
S5104	IE_NT
S7094	DR_NT
S2613	IE_NT
S6340	DR_NT
S107	DR_T
S1102	IE_NT
S7613	DR_NT
S7424	DR_NT
S8335	TB_NT
S4120	IE_NT
S8724	TB_T
S9380	IE_T
S8725	TB_T
S1103	IE_NT
S5724	IE_NT
S1104	IE_NT
S4121	IE_NT
S6341	DR_NT
S4122	IE_NT
S7095	DR_NT
S1105	IE_NT
S9095	IE_T
S6342	DR_NT
S4123	IE_NT
S8683	TB_T
S4124	IE_NT
S420	DR_T
S5526	IE_NT
S7096	DR_NT
S8773	TB_T
S5527	IE_NT
S9096	IE_T
S108	DR_T
S9534	IE_T
S5725	IE_NT
S5105	IE_NT
S7921	AA_T
S6343	DR_NT
S7915	AA_T
S1106	IE_NT
S1107	IE_NT
S4125	IE_NT
S8365	TB_NT
S8661	TB_T
S5528	IE_NT
S6344	DR_NT
S4126	IE_NT
S1108	IE_NT
S109	DR_T
S4127	IE_NT
S8609	TB_T
S3081	IE_NT
S6345	DR_NT
S6346	DR_NT
S1109	IE_NT
S5106	IE_NT
S1110	IE_NT
S4128	IE_NT
S4129	IE_NT
S6347	DR_NT
S4130	IE_NT
S1111	IE_NT
S5107	IE_NT
S1112	IE_NT
S8774	TB_T
S5356	IE_NT
S4131	IE_NT
S1113	IE_NT
S5108	IE_NT
S7425	DR_NT
S2471	IE_NT
S1912	IE_NT
S8190	AA_T
S110	DR_T
S2334	IE_NT
S3082	IE_NT
S8908	TB_T
S1114	IE_NT
S5529	IE_NT
S9381	IE_T
S1115	IE_NT
S7097	DR_NT
S5109	IE_NT
S1116	IE_NT
S5318	IE_NT
S2499	IE_NT
S8450	TB_NT
S6348	DR_NT
S3083	IE_NT
S6349	DR_NT
S1950	IE_NT
S9097	IE_T
S4132	IE_NT
S8055	AA_T
S543	IE_NT
S6350	DR_NT
S6351	DR_NT
S1924	IE_NT
S4133	IE_NT
S5726	IE_NT
S6352	DR_NT
S2439	IE_NT
S1117	IE_NT
S1118	IE_NT
S5110	IE_NT
S1973	IE_NT
S2024	IE_NT
S501	DR_T
S6353	DR_NT
S1119	IE_NT
S5111	IE_NT
S8690	TB_T
S7098	DR_NT
S1964	IE_NT
S4134	IE_NT
S2656	IE_NT
S1120	IE_NT
S4135	IE_NT
S4136	IE_NT
S3084	IE_NT
S6354	DR_NT
S315	DR_T
S4137	IE_NT
S8775	TB_T
S7965	AA_T
S7099	DR_NT
S9098	IE_T
S7979	AA_T
S3085	IE_NT
S6355	DR_NT
S1121	IE_NT
S2138	IE_NT
S4138	IE_NT
S5112	IE_NT
S111	DR_T
S7100	DR_NT
S7878	AA_T
S1122	IE_NT
S6356	DR_NT
S6357	DR_NT
S3086	IE_NT
S7614	DR_NT
S4139	IE_NT
S8138	AA_T
S4140	IE_NT
S4141	IE_NT
S1123	IE_NT
S8728	TB_T
S7426	DR_NT
S8776	TB_T
S6358	DR_NT
S4142	IE_NT
S7101	DR_NT
S1124	IE_NT
S4143	IE_NT
S4144	IE_NT
S6359	DR_NT
S4145	IE_NT
S7615	DR_NT
S4146	IE_NT
S1125	IE_NT
S2711	IE_NT
S4147	IE_NT
S1126	IE_NT
S1127	IE_NT
S6360	DR_NT
S4148	IE_NT
S2188	IE_NT
S1128	IE_NT
S6361	DR_NT
S4149	IE_NT
S6362	DR_NT
S1129	IE_NT
S1130	IE_NT
S8057	AA_T
S8885	TB_T
S4150	IE_NT
S3087	IE_NT
S7793	AA_T
S7936	AA_T
S1131	IE_NT
S9382	IE_T
S6363	DR_NT
S1132	IE_NT
S112	DR_T
S7102	DR_NT
S9383	IE_T
S5727	IE_NT
S8360	TB_NT
S6364	DR_NT
S8468	TB_NT
S9602	IE_T
S7103	DR_NT
S1133	IE_NT
S5113	IE_NT
S7427	DR_NT
S3088	IE_NT
S5114	IE_NT
S7104	DR_NT
S7974	AA_T
S113	DR_T
S4151	IE_NT
S6365	DR_NT
S2790	IE_NT
S5411	IE_NT
S4152	IE_NT
S479	DR_T
S2102	IE_NT
S5115	IE_NT
S8473	TB_NT
S4153	IE_NT
S2655	IE_NT
S6366	DR_NT
S114	DR_T
S3089	IE_NT
S1134	IE_NT
S8496	TB_T
S9384	IE_T
S6367	DR_NT
S2165	IE_NT
S1135	IE_NT
S4154	IE_NT
S4155	IE_NT
S4156	IE_NT
S5728	IE_NT
S7695	DR_NT
S1136	IE_NT
S7835	AA_T
S2130	IE_NT
S2327	IE_NT
S1137	IE_NT
S7995	AA_T
S7105	DR_NT
S2756	IE_NT
S6368	DR_NT
S1138	IE_NT
S2168	IE_NT
S6369	DR_NT
S115	DR_T
S7771	AA_T
S4157	IE_NT
S7106	DR_NT
S8445	TB_NT
S5729	IE_NT
S8323	TB_NT
S6370	DR_NT
S1139	IE_NT
S7982	AA_T
S4567	IE_NT
S4158	IE_NT
S5311	IE_NT
S2134	IE_NT
S7963	AA_T
S7428	DR_NT
S5912	IE_NT
S9385	IE_T
S4159	IE_NT
S2540	IE_NT
S8777	TB_T
S5116	IE_NT
S6371	DR_NT
S5730	IE_NT
S3090	IE_NT
S5731	IE_NT
S5913	IE_NT
S3091	IE_NT
S4160	IE_NT
S1140	IE_NT
S2089	IE_NT
S6372	DR_NT
S8623	TB_T
S7107	DR_NT
S5732	IE_NT
S5117	IE_NT
S5530	IE_NT
S9386	IE_T
S9099	IE_T
S1141	IE_NT
S9100	IE_T
S5733	IE_NT
S6373	DR_NT
S7429	DR_NT
S4161	IE_NT
S1142	IE_NT
S5286	IE_NT
S4162	IE_NT
S4163	IE_NT
S7885	AA_T
S6374	DR_NT
S9535	IE_T
S116	DR_T
S5531	IE_NT
S1143	IE_NT
S4164	IE_NT
S6375	DR_NT
S4165	IE_NT
S1144	IE_NT
S2223	IE_NT
S2314	IE_NT
S1145	IE_NT
S2336	IE_NT
S1146	IE_NT
S321	DR_T
S7616	DR_NT
S4166	IE_NT
S8405	TB_NT
S9536	IE_T
S6927	DR_NT
S7430	DR_NT
S3092	IE_NT
S7108	DR_NT
S4167	IE_NT
S6376	DR_NT
S9101	IE_T
S8301	AA_T
S9102	IE_T
S8330	TB_NT
S1147	IE_NT
