Sample	Clusters
S5150	IE_NT
S7183	DR_NT
S3181	IE_NT
S1340	IE_NT
S8211	AA_T
S3182	IE_NT
S4410	IE_NT
S8477	TB_T
S426	DR_T
S1341	IE_NT
S1342	IE_NT
S8088	AA_T
S1343	IE_NT
S7768	AA_T
S1344	IE_NT
S4411	IE_NT
S1345	IE_NT
S1866	IE_NT
S8893	TB_T
S4412	IE_NT
S5151	IE_NT
S4414	IE_NT
S4415	IE_NT
S4416	IE_NT
S351	DR_T
S9417	IE_T
S1346	IE_NT
S2268	IE_NT
S7184	DR_NT
S5152	IE_NT
S1347	IE_NT
S2504	IE_NT
S4417	IE_NT
S156	DR_T
S1348	IE_NT
S1349	IE_NT
S9164	IE_T
S5770	IE_NT
S2572	IE_NT
S3183	IE_NT
S1350	IE_NT
S6527	DR_NT
S7185	DR_NT
S8350	TB_NT
S4418	IE_NT
S4419	IE_NT
S4420	IE_NT
S7186	DR_NT
S4421	IE_NT
S8598	TB_T
S6528	DR_NT
S1351	IE_NT
S1352	IE_NT
S6529	DR_NT
S5336	IE_NT
S7626	DR_NT
S7903	AA_T
S5153	IE_NT
S1353	IE_NT
S7187	DR_NT
S4422	IE_NT
S2729	IE_NT
S4423	IE_NT
S1354	IE_NT
S9165	IE_T
S2528	IE_NT
S8648	TB_T
S4424	IE_NT
S8880	TB_T
S4425	IE_NT
S5771	IE_NT
S9166	IE_T
S3184	IE_NT
S7188	DR_NT
S8202	AA_T
S4426	IE_NT
S2641	IE_NT
S2442	IE_NT
S4427	IE_NT
S5154	IE_NT
S9167	IE_T
S9418	IE_T
S6530	DR_NT
S9168	IE_T
S4428	IE_NT
S5772	IE_NT
S6531	DR_NT
S3185	IE_NT
S8237	AA_T
S5313	IE_NT
S1355	IE_NT
S7955	AA_T
S1356	IE_NT
S3186	IE_NT
S1357	IE_NT
S7627	DR_NT
S8726	TB_T
S1358	IE_NT
S5773	IE_NT
S6532	DR_NT
S4429	IE_NT
S157	DR_T
S7478	DR_NT
S2767	IE_NT
S1939	IE_NT
S3963	IE_NT
S1359	IE_NT
S1360	IE_NT
S4430	IE_NT
S1361	IE_NT
S7189	DR_NT
S158	DR_T
S7628	DR_NT
S8294	AA_T
S7842	AA_T
S159	DR_T
S6533	DR_NT
S2309	IE_NT
S8669	TB_T
S2586	IE_NT
S7190	DR_NT
S9169	IE_T
S5326	IE_NT
S9170	IE_T
S8065	AA_T
S2444	IE_NT
S4431	IE_NT
S505	DR_T
S1362	IE_NT
S1363	IE_NT
S4432	IE_NT
S4433	IE_NT
S1364	IE_NT
S7723	AA_T
S2437	IE_NT
S4434	IE_NT
S2596	IE_NT
S9171	IE_T
S1365	IE_NT
S1366	IE_NT
S6534	DR_NT
S4435	IE_NT
S6535	DR_NT
S7479	DR_NT
S8570	TB_T
S4436	IE_NT
S7191	DR_NT
S6536	DR_NT
S5774	IE_NT
S8491	TB_T
S9550	IE_T
S3620	IE_NT
S4437	IE_NT
S8269	AA_T
S2666	IE_NT
S9419	IE_T
S2461	IE_NT
S4438	IE_NT
S4439	IE_NT
S325	DR_T
S7480	DR_NT
S8334	TB_NT
S6537	DR_NT
S8484	TB_T
S1367	IE_NT
S9551	IE_T
S7192	DR_NT
S4440	IE_NT
S5302	IE_NT
S6538	DR_NT
S8421	TB_NT
S4441	IE_NT
S8256	AA_T
S1926	IE_NT
S160	DR_T
S336	DR_T
S4442	IE_NT
S8321	TB_NT
S1368	IE_NT
S7193	DR_NT
S6539	DR_NT
S5775	IE_NT
S4443	IE_NT
S4444	IE_NT
S1369	IE_NT
S9420	IE_T
S7898	AA_T
S4445	IE_NT
S2590	IE_NT
S4446	IE_NT
S1370	IE_NT
S7629	DR_NT
S1371	IE_NT
S9172	IE_T
S4448	IE_NT
S9421	IE_T
S4449	IE_NT
S5	DR_T
S161	DR_T
S1372	IE_NT
S1373	IE_NT
S2568	IE_NT
S2272	IE_NT
S1374	IE_NT
S9394	IE_T
S1375	IE_NT
S3187	IE_NT
S1376	IE_NT
S162	DR_T
S6540	DR_NT
S7887	AA_T
S4450	IE_NT
S7194	DR_NT
S2163	IE_NT
S4451	IE_NT
S247	DR_T
S5456	IE_NT
S6541	DR_NT
S2348	IE_NT
S7831	AA_T
S2071	IE_NT
S1377	IE_NT
S8153	AA_T
S4452	IE_NT
S8154	AA_T
S1378	IE_NT
S1379	IE_NT
S5155	IE_NT
S8540	TB_T
S6542	DR_NT
S3188	IE_NT
S6543	DR_NT
S163	DR_T
S8317	AA_T
S6544	DR_NT
S2143	IE_NT
S1380	IE_NT
S9173	IE_T
S6545	DR_NT
S8356	TB_NT
S7481	DR_NT
S4453	IE_NT
S1381	IE_NT
S8575	TB_T
S4454	IE_NT
S4455	IE_NT
S7482	DR_NT
S6546	DR_NT
S4456	IE_NT
S6547	DR_NT
S3189	IE_NT
S7483	DR_NT
S4457	IE_NT
S7701	DR_NT
S1382	IE_NT
S8089	AA_T
S4458	IE_NT
S1383	IE_NT
S4459	IE_NT
S8246	AA_T
S5156	IE_NT
S3190	IE_NT
S3191	IE_NT
S4460	IE_NT
S4461	IE_NT
S2191	IE_NT
S2312	IE_NT
S8261	AA_T
S8511	TB_T
S3192	IE_NT
S164	DR_T
S9174	IE_T
S4462	IE_NT
S1384	IE_NT
S3193	IE_NT
S2642	IE_NT
S3194	IE_NT
S8520	TB_T
S3195	IE_NT
S8363	TB_NT
S9423	IE_T
S513	DR_T
S9175	IE_T
S4463	IE_NT
S1902	IE_NT
S4464	IE_NT
S8682	TB_T
S5776	IE_NT
S5777	IE_NT
S2364	IE_NT
S1385	IE_NT
S2587	IE_NT
S6548	DR_NT
S2495	IE_NT
S4465	IE_NT
S165	DR_T
S4466	IE_NT
S6549	DR_NT
S4467	IE_NT
S4468	IE_NT
S352	DR_T
S259	DR_T
S4469	IE_NT
S9176	IE_T
S7195	DR_NT
S7484	DR_NT
S5433	IE_NT
S4470	IE_NT
S1386	IE_NT
S5157	IE_NT
S3196	IE_NT
S5778	IE_NT
S1387	IE_NT
S4471	IE_NT
S6550	DR_NT
S7196	DR_NT
S4198	IE_NT
S6551	DR_NT
S7630	DR_NT
S4472	IE_NT
S7485	DR_NT
S4473	IE_NT
S5779	IE_NT
S1388	IE_NT
S5552	IE_NT
S8679	TB_T
S1389	IE_NT
S9177	IE_T
S8925	TB_T
S1390	IE_NT
S1391	IE_NT
S8155	AA_T
S7829	AA_T
S2584	IE_NT
S8410	TB_NT
S8245	AA_T
S4475	IE_NT
S7631	DR_NT
S1392	IE_NT
S5158	IE_NT
S7197	DR_NT
S1393	IE_NT
S3197	IE_NT
S8788	TB_T
S1969	IE_NT
S7198	DR_NT
S6552	DR_NT
S8403	TB_NT
S8600	TB_T
S9436	IE_T
S7199	DR_NT
S8601	TB_T
S4476	IE_NT
S9178	IE_T
S2789	IE_NT
S1394	IE_NT
S5780	IE_NT
S4477	IE_NT
S2081	IE_NT
S8789	TB_T
S6553	DR_NT
S1395	IE_NT
S8283	AA_T
S4478	IE_NT
S1396	IE_NT
S6554	DR_NT
S3198	IE_NT
S3199	IE_NT
S1397	IE_NT
S2575	IE_NT
S7486	DR_NT
S7856	AA_T
S9424	IE_T
S1908	IE_NT
S4479	IE_NT
S7632	DR_NT
S8156	AA_T
S2588	IE_NT
S8306	AA_T
S1398	IE_NT
S4480	IE_NT
S3200	IE_NT
S6555	DR_NT
S4481	IE_NT
S4482	IE_NT
S8552	TB_T
S2593	IE_NT
S2183	IE_NT
S166	DR_T
S6556	DR_NT
S9179	IE_T
S4483	IE_NT
S2454	IE_NT
S4484	IE_NT
S7882	AA_T
S7487	DR_NT
S5882	IE_NT
S4485	IE_NT
S1399	IE_NT
S5406	IE_NT
S2136	IE_NT
S8884	TB_T
S1400	IE_NT
S5915	IE_NT
S4486	IE_NT
S8790	TB_T
S6557	DR_NT
S3201	IE_NT
S6558	DR_NT
S1401	IE_NT
S7633	DR_NT
S1402	IE_NT
S1403	IE_NT
S8434	TB_NT
S4487	IE_NT
S4488	IE_NT
S2023	IE_NT
S3202	IE_NT
S6559	DR_NT
S4489	IE_NT
S7803	AA_T
S1900	IE_NT
S2409	IE_NT
S2066	IE_NT
S1404	IE_NT
S510	DR_T
S264	DR_T
S1993	IE_NT
S7200	DR_NT
S4490	IE_NT
S9425	IE_T
S3203	IE_NT
S4491	IE_NT
S6560	DR_NT
S9426	IE_T
S1405	IE_NT
S8587	TB_T
S2448	IE_NT
S9552	IE_T
S1406	IE_NT
S5781	IE_NT
S1407	IE_NT
S1408	IE_NT
S3204	IE_NT
S8157	AA_T
S6561	DR_NT
S6562	DR_NT
S8158	AA_T
S6563	DR_NT
S3205	IE_NT
S5159	IE_NT
S8253	AA_T
S7916	AA_T
S4492	IE_NT
S7201	DR_NT
S4493	IE_NT
S4494	IE_NT
S3206	IE_NT
S382	DR_T
S4495	IE_NT
S4496	IE_NT
S9180	IE_T
S8200	AA_T
S167	DR_T
S4497	IE_NT
S9427	IE_T
S7202	DR_NT
S4498	IE_NT
S3207	IE_NT
S6564	DR_NT
S8255	AA_T
S1409	IE_NT
S2200	IE_NT
S2800	IE_NT
S7203	DR_NT
S1410	IE_NT
S7994	AA_T
S1411	IE_NT
S5553	IE_NT
S8446	TB_NT
S6565	DR_NT
S8546	TB_T
S4499	IE_NT
S4500	IE_NT
S2032	IE_NT
S4501	IE_NT
S1412	IE_NT
S4502	IE_NT
S4503	IE_NT
S4504	IE_NT
S2323	IE_NT
S8307	AA_T
S1931	IE_NT
S1413	IE_NT
S5160	IE_NT
S4505	IE_NT
S4506	IE_NT
S6566	DR_NT
S1414	IE_NT
S3208	IE_NT
S9428	IE_T
S4507	IE_NT
S1415	IE_NT
S4508	IE_NT
S1416	IE_NT
S7204	DR_NT
S7205	DR_NT
S8934	IE_T
S2051	IE_NT
S8192	AA_T
S9298	IE_T
S8791	TB_T
S9429	IE_T
S9430	IE_T
S3209	IE_NT
S7206	DR_NT
S4509	IE_NT
S6567	DR_NT
S5782	IE_NT
S7207	DR_NT
S9181	IE_T
S5554	IE_NT
S8452	TB_NT
S1417	IE_NT
S6568	DR_NT
S5783	IE_NT
S9553	IE_T
S5413	IE_NT
S1418	IE_NT
S8080	AA_T
S1419	IE_NT
S4510	IE_NT
S1420	IE_NT
S1421	IE_NT
S8868	TB_T
S2753	IE_NT
S7208	DR_NT
S8792	TB_T
S3210	IE_NT
S6569	DR_NT
S6570	DR_NT
S1422	IE_NT
S9182	IE_T
S4511	IE_NT
S4512	IE_NT
S3211	IE_NT
S7488	DR_NT
S9183	IE_T
S9184	IE_T
S4513	IE_NT
S6571	DR_NT
S5161	IE_NT
S8741	TB_T
S5901	IE_NT
S7209	DR_NT
S8368	TB_NT
S4514	IE_NT
S1423	IE_NT
S1424	IE_NT
S8021	AA_T
S2180	IE_NT
S8159	AA_T
S5399	IE_NT
S6572	DR_NT
S4515	IE_NT
S1425	IE_NT
S7	DR_T
S2659	IE_NT
S1426	IE_NT
S2669	IE_NT
S1427	IE_NT
S9431	IE_T
S5319	IE_NT
S8675	TB_T
S1428	IE_NT
S3212	IE_NT
S4516	IE_NT
S4517	IE_NT
S427	DR_T
S6573	DR_NT
S1429	IE_NT
S3213	IE_NT
S4518	IE_NT
S6574	DR_NT
S7738	AA_T
S8431	TB_NT
S2455	IE_NT
S8693	TB_T
S5784	IE_NT
S1430	IE_NT
S5395	IE_NT
S4519	IE_NT
S7634	DR_NT
S1431	IE_NT
S5162	IE_NT
S1432	IE_NT
S405	DR_T
S5861	IE_NT
S3214	IE_NT
S428	DR_T
S7702	DR_NT
S8574	TB_T
S6575	DR_NT
S516	DR_T
S4520	IE_NT
S5555	IE_NT
S1433	IE_NT
S1434	IE_NT
S1867	IE_NT
S8391	TB_NT
S4521	IE_NT
S8280	AA_T
S1435	IE_NT
S2363	IE_NT
S8188	AA_T
S8830	TB_T
S4522	IE_NT
S2742	IE_NT
S5556	IE_NT
S6576	DR_NT
S6577	DR_NT
S7489	DR_NT
S7868	AA_T
S3215	IE_NT
S5785	IE_NT
S4523	IE_NT
S1436	IE_NT
S4524	IE_NT
S6578	DR_NT
S8090	AA_T
S1437	IE_NT
S6579	DR_NT
S2082	IE_NT
S5448	IE_NT
S168	DR_T
S4525	IE_NT
S1438	IE_NT
S9185	IE_T
S4526	IE_NT
S6580	DR_NT
S7635	DR_NT
S7490	DR_NT
S2174	IE_NT
S5163	IE_NT
S5164	IE_NT
S169	DR_T
S6581	DR_NT
S7210	DR_NT
S2385	IE_NT
S4527	IE_NT
S170	DR_T
S6582	DR_NT
S7636	DR_NT
S6583	DR_NT
S8594	TB_T
S2252	IE_NT
S6584	DR_NT
S171	DR_T
S7858	AA_T
S7491	DR_NT
S5165	IE_NT
S4528	IE_NT
S5392	IE_NT
S1439	IE_NT
S5786	IE_NT
S8287	AA_T
S4529	IE_NT
S9186	IE_T
S3216	IE_NT
S7211	DR_NT
S1440	IE_NT
S4530	IE_NT
S3217	IE_NT
S172	DR_T
S9187	IE_T
S1441	IE_NT
S258	DR_T
S4531	IE_NT
S8408	TB_NT
S9610	IE_T
S322	DR_T
S3218	IE_NT
S6585	DR_NT
S5460	IE_NT
S6586	DR_NT
S4532	IE_NT
S6587	DR_NT
S3219	IE_NT
S8160	AA_T
S455	DR_T
S2730	IE_NT
S7212	DR_NT
S7637	DR_NT
S1442	IE_NT
S7213	DR_NT
S4533	IE_NT
S7918	AA_T
S7996	AA_T
S4534	IE_NT
S3220	IE_NT
S4535	IE_NT
S1443	IE_NT
S3221	IE_NT
S4536	IE_NT
S1444	IE_NT
S2288	IE_NT
S8033	AA_T
S4537	IE_NT
S4538	IE_NT
S7683	DR_NT
S9554	IE_T
S2769	IE_NT
S9188	IE_T
S4539	IE_NT
S6588	DR_NT
S6589	DR_NT
S2275	IE_NT
S1445	IE_NT
S2397	IE_NT
S5787	IE_NT
S8407	TB_NT
S2198	IE_NT
S5166	IE_NT
S4540	IE_NT
S8041	AA_T
S1446	IE_NT
S173	DR_T
S1447	IE_NT
S6590	DR_NT
S522	DR_T
S4541	IE_NT
S8208	AA_T
S4542	IE_NT
S6591	DR_NT
S8161	AA_T
S8278	AA_T
S1448	IE_NT
S8793	TB_T
S6592	DR_NT
S4543	IE_NT
S2651	IE_NT
S6593	DR_NT
S1988	IE_NT
S8461	TB_NT
S3222	IE_NT
S7214	DR_NT
S1449	IE_NT
S4544	IE_NT
S1450	IE_NT
S3223	IE_NT
S4545	IE_NT
S2078	IE_NT
S1963	IE_NT
S5167	IE_NT
S7807	AA_T
S4546	IE_NT
S4547	IE_NT
S5788	IE_NT
S4548	IE_NT
S9189	IE_T
S1451	IE_NT
S1452	IE_NT
S456	DR_T
S8635	TB_T
S2432	IE_NT
S1453	IE_NT
S4549	IE_NT
S7215	DR_NT
S4550	IE_NT
S3224	IE_NT
S6594	DR_NT
S1454	IE_NT
S9190	IE_T
S1455	IE_NT
S2061	IE_NT
S9191	IE_T
S6595	DR_NT
S2317	IE_NT
S1932	IE_NT
S1456	IE_NT
S6596	DR_NT
S1457	IE_NT
S3225	IE_NT
S6597	DR_NT
S8332	TB_NT
S533	IE_NT
S5789	IE_NT
S6598	DR_NT
S2121	IE_NT
S9192	IE_T
S7216	DR_NT
S8596	TB_T
S8527	TB_T
S4551	IE_NT
S3226	IE_NT
S5872	IE_NT
S2054	IE_NT
S4552	IE_NT
S7638	DR_NT
S6599	DR_NT
S1974	IE_NT
S9193	IE_T
S383	DR_T
S2573	IE_NT
S3227	IE_NT
S1458	IE_NT
S4553	IE_NT
S1459	IE_NT
S1948	IE_NT
S7639	DR_NT
S8489	TB_T
S500	DR_T
S6600	DR_NT
S3228	IE_NT
S2069	IE_NT
S5168	IE_NT
S3229	IE_NT
S1460	IE_NT
S7640	DR_NT
S6601	DR_NT
S8794	TB_T
S7957	AA_T
S3230	IE_NT
S4554	IE_NT
S7217	DR_NT
S7641	DR_NT
S8930	TB_T
S1461	IE_NT
S7904	AA_T
S1462	IE_NT
S1463	IE_NT
S4555	IE_NT
S6602	DR_NT
S1464	IE_NT
S1465	IE_NT
S7642	DR_NT
S4556	IE_NT
S7218	DR_NT
S174	DR_T
S6603	DR_NT
S523	DR_T
S4557	IE_NT
S9194	IE_T
S9195	IE_T
S1466	IE_NT
S4558	IE_NT
S4559	IE_NT
S175	DR_T
S9196	IE_T
S7492	DR_NT
S4560	IE_NT
S3231	IE_NT
S7741	AA_T
S1467	IE_NT
S4561	IE_NT
S8485	TB_T
S1468	IE_NT
S4562	IE_NT
S6604	DR_NT
S8010	AA_T
S5169	IE_NT
S4563	IE_NT
S9197	IE_T
S7493	DR_NT
S5557	IE_NT
S9432	IE_T
S8875	TB_T
S466	DR_T
S9555	IE_T
S7219	DR_NT
S176	DR_T
S6605	DR_NT
S1957	IE_NT
S9198	IE_T
S7494	DR_NT
S7220	DR_NT
S1469	IE_NT
S3232	IE_NT
S5790	IE_NT
S429	DR_T
S9556	IE_T
S2034	IE_NT
S4564	IE_NT
S6606	DR_NT
S4413	IE_NT
S5902	IE_NT
S1470	IE_NT
S8686	TB_T
S1471	IE_NT
S5398	IE_NT
S1472	IE_NT
S5170	IE_NT
S1473	IE_NT
S1474	IE_NT
S4565	IE_NT
S1475	IE_NT
S9199	IE_T
S4566	IE_NT
S7495	DR_NT
S5791	IE_NT
S6607	DR_NT
S8650	TB_T
S2286	IE_NT
S6608	DR_NT
S7221	DR_NT
S6609	DR_NT
S3233	IE_NT
S5322	IE_NT
S8162	AA_T
S6610	DR_NT
S5558	IE_NT
S9200	IE_T
S3234	IE_NT
S5792	IE_NT
S4568	IE_NT
S1476	IE_NT
S4862	IE_NT
S5559	IE_NT
S5441	IE_NT
S1477	IE_NT
S5793	IE_NT
S7222	DR_NT
S6611	DR_NT
S4569	IE_NT
S8847	TB_T
S6612	DR_NT
S6613	DR_NT
S6614	DR_NT
S8733	TB_T
S4570	IE_NT
S6615	DR_NT
S3235	IE_NT
S6616	DR_NT
S7643	DR_NT
S3236	IE_NT
S1478	IE_NT
S7833	AA_T
S282	DR_T
S6617	DR_NT
S1479	IE_NT
S8308	AA_T
S4571	IE_NT
S3237	IE_NT
S4572	IE_NT
S9201	IE_T
S1480	IE_NT
S1481	IE_NT
S1482	IE_NT
S7223	DR_NT
S3238	IE_NT
S3239	IE_NT
S8704	TB_T
S4573	IE_NT
S5259	IE_NT
S1483	IE_NT
S4574	IE_NT
S3240	IE_NT
S7742	AA_T
S1484	IE_NT
S4575	IE_NT
S2262	IE_NT
S5171	IE_NT
S8795	TB_T
S1485	IE_NT
S4576	IE_NT
S1486	IE_NT
S4577	IE_NT
S8501	TB_T
S4578	IE_NT
S406	DR_T
S4579	IE_NT
S2104	IE_NT
S6618	DR_NT
S5794	IE_NT
S5172	IE_NT
S6619	DR_NT
S3241	IE_NT
S9202	IE_T
S7644	DR_NT
S8075	AA_T
S1487	IE_NT
S1488	IE_NT
S6620	DR_NT
S2520	IE_NT
S4580	IE_NT
S497	DR_T
S3242	IE_NT
S5795	IE_NT
S7224	DR_NT
S6621	DR_NT
S1489	IE_NT
S6622	DR_NT
S1490	IE_NT
S4581	IE_NT
S177	DR_T
S7225	DR_NT
S6623	DR_NT
S1491	IE_NT
S2601	IE_NT
S2105	IE_NT
S4582	IE_NT
S2795	IE_NT
S7226	DR_NT
S6624	DR_NT
S5796	IE_NT
S7496	DR_NT
S6625	DR_NT
S9557	IE_T
S4583	IE_NT
S9558	IE_T
S5560	IE_NT
S4584	IE_NT
S2623	IE_NT
S6626	DR_NT
S7978	AA_T
S9203	IE_T
S7645	DR_NT
S7997	AA_T
S7497	DR_NT
S4585	IE_NT
S8252	AA_T
S5561	IE_NT
S5353	IE_NT
S1492	IE_NT
S9433	IE_T
S6627	DR_NT
S6628	DR_NT
S4586	IE_NT
S1493	IE_NT
S285	DR_T
S1494	IE_NT
S6629	DR_NT
S5562	IE_NT
S8796	TB_T
S271	DR_T
S1495	IE_NT
S1496	IE_NT
S4587	IE_NT
S5350	IE_NT
S7498	DR_NT
S7499	DR_NT
S2158	IE_NT
S3243	IE_NT
S4588	IE_NT
S5563	IE_NT
S5797	IE_NT
S6630	DR_NT
S8797	TB_T
S4589	IE_NT
S2515	IE_NT
S9204	IE_T
S9205	IE_T
S1497	IE_NT
S1498	IE_NT
S7227	DR_NT
S8380	TB_NT
S5173	IE_NT
S7703	DR_NT
S8032	AA_T
S3244	IE_NT
S4591	IE_NT
S6631	DR_NT
S7228	DR_NT
S3245	IE_NT
S2205	IE_NT
S5385	IE_NT
S6632	DR_NT
S1499	IE_NT
S5916	IE_NT
S7229	DR_NT
S4592	IE_NT
S6633	DR_NT
S1500	IE_NT
S9206	IE_T
S7500	DR_NT
S9207	IE_T
S8644	TB_T
S7230	DR_NT
S5174	IE_NT
S7646	DR_NT
S6634	DR_NT
S178	DR_T
S6635	DR_NT
S1501	IE_NT
S7231	DR_NT
S8163	AA_T
S9208	IE_T
S7704	DR_NT
S7501	DR_NT
S2332	IE_NT
S2084	IE_NT
S2451	IE_NT
S9434	IE_T
S4593	IE_NT
S7502	DR_NT
S1502	IE_NT
S3246	IE_NT
S2481	IE_NT
S4594	IE_NT
S9209	IE_T
S2452	IE_NT
S2391	IE_NT
S4595	IE_NT
S1503	IE_NT
S4596	IE_NT
S8164	AA_T
S4597	IE_NT
S9611	IE_T
S1504	IE_NT
S1505	IE_NT
S5382	IE_NT
S330	DR_T
S4598	IE_NT
S7647	DR_NT
S6926	DR_NT
S5315	IE_NT
S245	DR_T
S2557	IE_NT
S1506	IE_NT
S8250	AA_T
S7778	AA_T
S262	DR_T
S7232	DR_NT
S7648	DR_NT
S4599	IE_NT
S2259	IE_NT
S6636	DR_NT
S5175	IE_NT
S234	DR_T
S9210	IE_T
S8165	AA_T
S6637	DR_NT
S6638	DR_NT
S3247	IE_NT
S1507	IE_NT
S7233	DR_NT
S3248	IE_NT
S4600	IE_NT
S7503	DR_NT
S4601	IE_NT
S4602	IE_NT
S7811	AA_T
S4603	IE_NT
S8061	AA_T
S6639	DR_NT
S8798	TB_T
S1508	IE_NT
S3249	IE_NT
S1509	IE_NT
S9435	IE_T
S8432	TB_NT
S7933	AA_T
S3250	IE_NT
S6640	DR_NT
S4604	IE_NT
S7234	DR_NT
S8222	AA_T
S8259	AA_T
S4605	IE_NT
S8038	AA_T
S7235	DR_NT
S4606	IE_NT
S3251	IE_NT
S7236	DR_NT
S8266	AA_T
S3252	IE_NT
S7725	AA_T
S9612	IE_T
S4607	IE_NT
S5176	IE_NT
S8309	AA_T
S3253	IE_NT
S6641	DR_NT
S2760	IE_NT
S2132	IE_NT
S8166	AA_T
S6642	DR_NT
S3254	IE_NT
S9211	IE_T
S2411	IE_NT
S3255	IE_NT
S1915	IE_NT
S3256	IE_NT
S5177	IE_NT
S4608	IE_NT
S3257	IE_NT
S4609	IE_NT
S9212	IE_T
S4610	IE_NT
S6643	DR_NT
S1941	IE_NT
S2243	IE_NT
S7504	DR_NT
S1510	IE_NT
S8799	TB_T
S1511	IE_NT
S4611	IE_NT
S326	DR_T
S8034	AA_T
S1512	IE_NT
S8247	AA_T
S5347	IE_NT
S4612	IE_NT
S6644	DR_NT
S8738	TB_T
S1513	IE_NT
S8471	TB_NT
S8577	TB_T
S3258	IE_NT
S8800	TB_T
S2100	IE_NT
S8573	TB_T
S7237	DR_NT
S8438	TB_NT
S4613	IE_NT
S9437	IE_T
S1514	IE_NT
S9213	IE_T
S1515	IE_NT
S2680	IE_NT
S8509	TB_T
S5891	IE_NT
S6645	DR_NT
S4614	IE_NT
S4615	IE_NT
S8652	TB_T
S4616	IE_NT
S2493	IE_NT
S4617	IE_NT
S1516	IE_NT
S4618	IE_NT
S1517	IE_NT
S7752	AA_T
S4619	IE_NT
S4620	IE_NT
S1979	IE_NT
S7238	DR_NT
S2607	IE_NT
S4621	IE_NT
S5798	IE_NT
S6646	DR_NT
S7239	DR_NT
S4622	IE_NT
S8937	IE_T
S9559	IE_T
S1518	IE_NT
S7987	AA_T
S9214	IE_T
S5178	IE_NT
S7949	AA_T
S2752	IE_NT
S6647	DR_NT
S7942	AA_T
S6648	DR_NT
S8351	TB_NT
S6649	DR_NT
S2476	IE_NT
S2116	IE_NT
S7505	DR_NT
S5564	IE_NT
S1519	IE_NT
S4623	IE_NT
S5800	IE_NT
S7240	DR_NT
S9613	IE_T
S9438	IE_T
S7241	DR_NT
S6650	DR_NT
S3259	IE_NT
S9439	IE_T
S4624	IE_NT
S1520	IE_NT
S7506	DR_NT
S6651	DR_NT
S1521	IE_NT
S8926	TB_T
S7242	DR_NT
S8310	AA_T
S4626	IE_NT
S2472	IE_NT
S5801	IE_NT
S7243	DR_NT
S6652	DR_NT
S2106	IE_NT
S4627	IE_NT
S8085	AA_T
S7244	DR_NT
S4628	IE_NT
S6653	DR_NT
S6654	DR_NT
S3260	IE_NT
S9440	IE_T
S1522	IE_NT
S8906	TB_T
S1523	IE_NT
S7649	DR_NT
S6655	DR_NT
S6656	DR_NT
S2234	IE_NT
S6657	DR_NT
S4629	IE_NT
S3261	IE_NT
S3262	IE_NT
S1524	IE_NT
S4630	IE_NT
S1525	IE_NT
S1526	IE_NT
S4631	IE_NT
S4632	IE_NT
S9441	IE_T
S179	DR_T
S6658	DR_NT
S1527	IE_NT
S7245	DR_NT
S6659	DR_NT
S7705	DR_NT
S1528	IE_NT
S1529	IE_NT
S4633	IE_NT
S3263	IE_NT
S1530	IE_NT
S5802	IE_NT
S4634	IE_NT
S1531	IE_NT
S4635	IE_NT
S6660	DR_NT
S4636	IE_NT
S9215	IE_T
S7922	AA_T
S2631	IE_NT
S5565	IE_NT
S1532	IE_NT
S4637	IE_NT
S1533	IE_NT
S9216	IE_T
S4638	IE_NT
S180	DR_T
S5803	IE_NT
S4639	IE_NT
S8426	TB_NT
S4640	IE_NT
S8167	AA_T
S1534	IE_NT
S8429	TB_NT
S8311	AA_T
S3264	IE_NT
S3265	IE_NT
S181	DR_T
S4641	IE_NT
S1535	IE_NT
S8872	TB_T
S1536	IE_NT
S2099	IE_NT
S3266	IE_NT
S2086	IE_NT
S7246	DR_NT
S1537	IE_NT
S1538	IE_NT
S3267	IE_NT
S7507	DR_NT
S1539	IE_NT
S7908	AA_T
S8483	TB_T
S8680	TB_T
S4642	IE_NT
S6661	DR_NT
S1540	IE_NT
S4643	IE_NT
S8504	TB_T
S1541	IE_NT
S5179	IE_NT
S8324	TB_NT
S8655	TB_T
S1542	IE_NT
S2793	IE_NT
S4644	IE_NT
S4645	IE_NT
S6662	DR_NT
S8641	TB_T
S182	DR_T
S7247	DR_NT
S6663	DR_NT
S5180	IE_NT
S9560	IE_T
S7248	DR_NT
S4646	IE_NT
S4647	IE_NT
S1543	IE_NT
S2242	IE_NT
S4648	IE_NT
S2280	IE_NT
S4649	IE_NT
S353	DR_T
S6664	DR_NT
S2088	IE_NT
S1544	IE_NT
S354	DR_T
S5804	IE_NT
S5799	IE_NT
S9422	IE_T
S5379	IE_NT
S1545	IE_NT
S8312	AA_T
S6665	DR_NT
S8640	TB_T
S6666	DR_NT
S2509	IE_NT
S4650	IE_NT
S1880	IE_NT
S4658	IE_NT
S4651	IE_NT
S7508	DR_NT
S7650	DR_NT
S8684	TB_T
S2761	IE_NT
S8193	AA_T
S3268	IE_NT
S3269	IE_NT
S2467	IE_NT
S183	DR_T
S7249	DR_NT
S4652	IE_NT
S7779	AA_T
S6667	DR_NT
S6668	DR_NT
S5805	IE_NT
S8018	AA_T
S1887	IE_NT
S8561	TB_T
S457	DR_T
S2625	IE_NT
S304	DR_T
S5806	IE_NT
S1546	IE_NT
S4653	IE_NT
S1547	IE_NT
S7509	DR_NT
S8073	AA_T
S4654	IE_NT
S7250	DR_NT
